Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,4G,Latitud,Longitud
BUENOS AIRES,Adolfo Alsina,Rivera,3217,--,--,--,SI,--,--,SI,SI,-371583546113813.0,-632442194943605.0
BUENOS AIRES,Adolfo Alsina,Thames,0,--,--,--,--,--,--,--,--,-369291655620507.0,-632957265324881.0
BUENOS AIRES,Adolfo Alsina,Villa Margarita,0,--,--,--,--,--,--,--,--,-374600992847959.0,-632405658599852.0
BUENOS AIRES,Adolfo Alsina,Yutuyaco,16,--,--,--,--,--,--,--,--,-369884309445004.0,-63133808887439.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),9066,SI,--,SI,SI,--,SI,SI,SI,-380333995087596.0,-601003341740637.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,1625,--,--,--,SI,--,SI,SI,SI,-379635021758562.0,-60415659383962.0
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,212,--,--,--,--,--,SI,SI,--,-378233871716044.0,-60484639770555.0
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,43,--,--,--,--,--,SI,SI,SI,-381766861391835.0,-601708487303777.0
BUENOS AIRES,Alberti,Alberti (Est. Andrés Vaccarezza),8260,SI,--,SI,SI,--,SI,SI,SI,-350330734347841.0,-602806197287099.0
BUENOS AIRES,Alberti,Coronel Seguí,146,--,--,--,--,--,--,--,--,-348681189984321.0,-603939708823404.0
BUENOS AIRES,Alberti,Mechita,412,SI,--,--,--,--,--,--,SI,-35068013673391.0,-604025971632697.0
BUENOS AIRES,Alberti,Pla,192,--,--,--,--,--,--,SI,--,-351243819752343.0,-602200612615259.0
BUENOS AIRES,Alberti,Villa Grisolía (Est. Achupallas),112,--,--,--,--,--,--,--,SI,-351096178332808.0,-60070551324606.0
BUENOS AIRES,Alberti,Villa María,24,--,--,--,--,--,--,--,--,-348881255447686.0,-603469385614883.0
BUENOS AIRES,Alberti,Villa Ortiz (Est. Coronel Mom),815,--,--,--,--,--,--,SI,SI,-348435329449862.0,-603048498633642.0
MISIONES,Apóstoles,Rincón de Azara,252,--,--,--,--,--,--,--,--,-28108077909743.0,-556318879848456.0
MISIONES,Apóstoles,San José,5338,SI,--,--,SI,--,SI,SI,SI,-277653179990542.0,-557746920758949.0
BUENOS AIRES,Almirante Brown,Adrogué,30271,SI,SI,SI,SI,SI,SI,SI,SI,-348015580737331.0,-583914677191541.0
BUENOS AIRES,Almirante Brown,Burzaco,92223,SI,SI,SI,SI,SI,SI,SI,SI,-348315415891783.0,-583986874871405.0
BUENOS AIRES,Almirante Brown,Claypole,44098,SI,SI,SI,SI,--,SI,SI,SI,-348044759080477.0,-583447825531042.0
BUENOS AIRES,Almirante Brown,Don Orione,46366,--,SI,--,--,--,SI,--,SI,-348210751643113.0,-583447457989957.0
BUENOS AIRES,Almirante Brown,Glew,61985,SI,SI,SI,SI,--,SI,SI,SI,-348860114180413.0,-583818301842512.0
BUENOS AIRES,Almirante Brown,Jose Mármol,43494,--,SI,SI,SI,--,SI,SI,SI,-347851442510713.0,-583681475603787.0
CATAMARCA,Fray Mamerto Esquiú,La Tercena,0,--,--,--,--,--,SI,--,--,-283734473479931.0,-657081292515981.0
BUENOS AIRES,Almirante Brown,Longchamps,51001,SI,SI,SI,SI,--,SI,SI,SI,-348609450255718.0,-583891476922426.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,25844,SI,SI,SI,SI,--,SI,SI,SI,-348189583169642.0,-584235610606239.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,17928,SI,SI,SI,SI,--,SI,SI,SI,-348556895005541.0,-583616465427911.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,60422,SI,SI,SI,SI,--,SI,SI,SI,-347911367513318.0,-58350598184222.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,30355,SI,SI,SI,SI,--,SI,SI,SI,-347866743578473.0,-583219363521574.0
BUENOS AIRES,Almirante Brown,San Jose,48151,SI,SI,SI,SI,SI,SI,SI,SI,-347673771924196.0,-583432771404358.0
MISIONES,Apóstoles,Tres Capones,485,--,--,--,--,--,--,--,--,-280000872703207.0,-55608042877744.0
MISIONES,Cainguás,1º de Mayo,403,--,--,--,--,--,--,--,SI,-271660848947706.0,-55029165269622.0
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,1207,--,--,--,--,SI,SI,--,--,-343273003551547.0,-590759905460338.0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,8008,SI,--,--,SI,--,SI,SI,SI,-343581118951493.0,-590310010709452.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,5651,SI,--,SI,SI,SI,--,SI,SI,-348128216283518.0,-585521650062885.0
BUENOS AIRES,Ezeiza,Canning,3444,SI,SI,SI,SI,--,SI,SI,SI,-348962283957338.0,-585087006002723.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,25990,SI,SI,SI,SI,SI,SI,SI,SI,-349338489869515.0,-585780017334776.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,56219,SI,SI,SI,SI,SI,SI,SI,SI,-348536100103068.0,-585195521653909.0
BUENOS AIRES,Ezeiza,La Unión,33227,SI,SI,--,SI,SI,--,SI,SI,-348503859677023.0,-585558695462288.0
MISIONES,Eldorado,Nueva Delicia,817,--,--,--,--,--,--,--,--,-261791395472552.0,-545836572818887.0
MISIONES,Eldorado,Pueblo Nuevo,651,--,--,--,--,--,--,--,--,-262445413608016.0,-545904675610809.0
BUENOS AIRES,Ezeiza,Tristán Suarez,37944,SI,SI,SI,SI,--,SI,SI,SI,-348851527149847.0,-585700335845498.0
BUENOS AIRES,Florencio Varela,Bosques,64077,SI,SI,SI,SI,--,SI,SI,SI,-34827580702831.0,-582229120039488.0
BUENOS AIRES,Florencio Varela,El Tropezon,0,--,--,--,--,--,--,--,SI,-349564048574127.0,-582787454299742.0
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,26005,SI,SI,SI,SI,--,--,SI,SI,-34812285887223.0,-582426532633495.0
BUENOS AIRES,Florencio Varela,Florencio Varela,149676,SI,SI,SI,SI,SI,SI,SI,SI,-347960544308506.0,-582748588953342.0
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,61135,SI,SI,SI,SI,--,--,SI,SI,-348152397261388.0,-583082334245906.0
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,32994,SI,SI,--,SI,--,--,SI,SI,-348648075260046.0,-582110437322304.0
BUENOS AIRES,Florencio Varela,La Capilla,0,--,--,--,SI,--,--,SI,SI,-349437330109546.0,-582632550914349.0
BUENOS AIRES,La Plata,Villa Parque Sicardi,0,--,--,--,--,--,SI,--,SI,-349830288461923.0,-578674653074052.0
BUENOS AIRES,Lanús,Gerli,33704,SI,SI,SI,SI,--,--,SI,SI,-346909571502715.0,-583838628492162.0
BUENOS AIRES,Lanús,Lanús Este,55952,SI,SI,SI,SI,SI,SI,SI,SI,-347108609216651.0,-583725047463731.0
BUENOS AIRES,Lanús,Lanús Oeste,159094,--,SI,SI,SI,--,SI,SI,SI,-346957815314992.0,-58416253274019.0
BUENOS AIRES,Lanús,Monte Chingolo,86220,SI,SI,SI,SI,--,--,SI,SI,-347302098940207.0,-583561741850066.0
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,82576,SI,SI,SI,SI,--,SI,SI,SI,-34723808815713.0,-58397669711018.0
BUENOS AIRES,Lanús,Valentín Alsina,41716,SI,SI,SI,SI,--,SI,SI,SI,-34672035526127.0,-584134851675076.0
BUENOS AIRES,Laprida,Laprida,8840,--,SI,--,SI,--,--,SI,SI,-375467976434903.0,-607970535965801.0
BUENOS AIRES,Laprida,Pueblo Nuevo,36,--,--,--,--,--,SI,--,--,-373263227.0,-609098409.0
BUENOS AIRES,Laprida,Pueblo San Jorge,248,--,--,--,--,--,SI,SI,--,-372298626892886.0,-609621658450441.0
BUENOS AIRES,Las Flores,Coronel Boerr,15,--,--,--,--,--,SI,--,--,-359414440334215.0,-590693547287839.0
BUENOS AIRES,Las Flores,El Trigo,43,--,--,--,SI,--,SI,--,--,-358815483511482.0,-594063369903389.0
BUENOS AIRES,Las Flores,Las Flores,21455,SI,--,--,SI,--,SI,SI,SI,-360154969145348.0,-591004659218434.0
BUENOS AIRES,Las Flores,Pardo,159,--,--,--,--,--,SI,--,SI,-362437580460508.0,-593662916338311.0
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,318,SI,--,--,--,--,SI,--,SI,-344418003349.0,-618448787838164.0
BUENOS AIRES,Leandro N. Alem,El Dorado,318,--,--,--,--,SI,SI,SI,--,-346528608747523.0,-615829085058874.0
BUENOS AIRES,Leandro N. Alem,Fortín Acha,103,--,--,--,--,--,SI,--,--,-343430420274499.0,-615156655267073.0
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),3404,SI,SI,--,SI,--,SI,SI,SI,-344387919326349.0,-618121893821736.0
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,2468,--,SI,--,--,--,SI,--,SI,-345217246234597.0,-61391182899484.0
BUENOS AIRES,Leandro N. Alem,Vedia,8827,SI,--,--,SI,SI,SI,SI,SI,-344973984349932.0,-615453447631479.0
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Este,247,--,--,--,--,--,--,SI,--,-283087173740113.0,-657222098439933.0
BUENOS AIRES,Quilmes,Villa La Florida,35135,SI,SI,SI,SI,--,SI,SI,SI,-347688841339243.0,-582957092489115.0
BUENOS AIRES,Ramallo,El Paraíso,423,--,--,--,--,--,--,SI,--,-335679152654445.0,-599791123483107.0
BUENOS AIRES,Ramallo,Las Bahamas,31,--,--,--,--,--,--,--,SI,-336366100825527.0,-599895563465816.0
BUENOS AIRES,Ramallo,Pérez Millán,4570,--,--,--,SI,--,--,SI,SI,-337674497804832.0,-600927343667154.0
BUENOS AIRES,Ramallo,Ramallo,13319,SI,SI,--,SI,SI,SI,SI,SI,-334877021169888.0,-600072209741607.0
BUENOS AIRES,Ramallo,Villa General Savio (Est. Sánchez),1511,--,--,--,--,--,--,--,SI,-334352672179447.0,-601451316522293.0
BUENOS AIRES,Ramallo,Villa Ramallo,11280,SI,SI,--,SI,--,--,SI,SI,-33502293213764.0,-600650138035308.0
BUENOS AIRES,Rauch,Rauch,12705,SI,--,SI,SI,SI,SI,SI,SI,-367755035485732.0,-590871114029954.0
BUENOS AIRES,Rivadavia,América,11685,SI,SI,--,SI,SI,SI,SI,SI,-354903412429492.0,-629763759840765.0
BUENOS AIRES,Rivadavia,Fortín Olavarría,1086,SI,--,--,SI,--,--,--,SI,-357048848499519.0,-630230332752501.0
BUENOS AIRES,Rivadavia,González Moreno,1610,--,--,--,--,--,SI,--,SI,-355576529256075.0,-633815800402317.0
BUENOS AIRES,Rivadavia,Mira Pampa,40,--,--,--,--,--,--,--,--,-358703867348478.0,-633742010687724.0
BUENOS AIRES,Rivadavia,Roosevelt,239,--,--,--,--,--,--,SI,--,-358466320155134.0,-632898118317476.0
BUENOS AIRES,Rivadavia,San Mauricio,18,--,--,--,--,--,--,--,--,-355118022821456.0,-631882154861262.0
BUENOS AIRES,Rivadavia,Sansinena,522,--,--,--,SI,--,SI,SI,SI,-352750295400617.0,-632135436741919.0
BUENOS AIRES,Rivadavia,Sundblad,63,--,--,--,--,--,--,--,--,-357656416636683.0,-631386100973601.0
BUENOS AIRES,Rojas,Barrio Las Margaritas,0,--,--,--,--,--,--,--,--,-341932374145653.0,-606820264999894.0
BUENOS AIRES,Rojas,La Beba,37,--,--,--,--,--,--,--,--,-341555633544922.0,-610121421813965.0
BUENOS AIRES,Rojas,Las Carabelas,1107,--,--,--,SI,SI,SI,SI,SI,-340381002651925.0,-608685264174218.0
BUENOS AIRES,Rojas,Los Indios,66,--,--,--,--,--,--,--,--,-343735696107802.0,-606523710265627.0
BUENOS AIRES,Rojas,Rafael Obligado,901,--,--,--,--,--,SI,--,SI,-343588132488617.0,-607845693256007.0
BUENOS AIRES,Rojas,Roberto Cano,23,--,--,--,--,--,--,--,--,-340861129760742.0,-606667747497559.0
BUENOS AIRES,Rojas,Rojas,19766,SI,SI,SI,SI,--,SI,SI,SI,-341961600446015.0,-607332636467146.0
BUENOS AIRES,Rojas,Sol de Mayo,20,--,--,--,--,--,--,--,--,-342689448512236.0,-608717773420981.0
BUENOS AIRES,Rojas,Villa Manuel Pomar,52,--,--,--,--,--,--,--,--,-339159508805463.0,-609379380238883.0
BUENOS AIRES,Rojas,Villa Parque Cecir,0,--,--,--,--,--,--,--,--,-341707175989305.0,-607438336816558.0
BUENOS AIRES,Roque Pérez,Carlos Beguerie,399,--,--,--,--,--,SI,SI,--,-354854690457283.0,-591017155978911.0
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Oeste,254,--,--,--,--,--,--,--,--,-283178432457188.0,-657423447192215.0
CATAMARCA,Fray Mamerto Esquiú,San Antonio,0,--,--,--,SI,--,--,--,SI,-284237766788262.0,-657062134320732.0
BUENOS AIRES,Arrecifes,Arrecifes,26400,SI,SI,SI,SI,SI,SI,SI,SI,-34064591121211.0,-601025564443537.0
BUENOS AIRES,Arrecifes,Todd,732,--,--,--,SI,--,--,SI,SI,-340328240475348.0,-601562270065746.0
BUENOS AIRES,Arrecifes,Viña,464,SI,SI,--,--,--,--,--,SI,-339922765156087.0,-602263211205477.0
BUENOS AIRES,Avellaneda,Area Reserva Cinturón Ecológico,3550,--,--,--,--,--,--,--,SI,-346750056478487.0,-583105634248142.0
BUENOS AIRES,Avellaneda,Avellaneda,25325,SI,SI,SI,SI,SI,SI,SI,SI,-346626508059016.0,-583656990232718.0
BUENOS AIRES,Avellaneda,Crucesita,22745,--,SI,--,SI,--,--,SI,SI,-3466910587351.0,-583574544412345.0
BUENOS AIRES,Avellaneda,Dock Sud,37392,SI,SI,--,SI,--,SI,SI,SI,-346491266928534.0,-583411774769137.0
BUENOS AIRES,Avellaneda,Gerli,32384,--,SI,--,SI,--,--,SI,SI,-346847637540553.0,-583726025503412.0
BUENOS AIRES,Florencio Varela,Villa Brown,7484,--,SI,--,SI,--,--,--,SI,-348790424725562.0,-582898092496787.0
BUENOS AIRES,Florencio Varela,Villa San Luis,12693,--,SI,--,--,--,--,--,SI,-348627929258513.0,-582553232274346.0
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,27308,SI,SI,SI,SI,--,--,SI,SI,-348380276482598.0,-582888899071764.0
BUENOS AIRES,Florencio Varela,Villa Vatteone,44632,SI,SI,SI,SI,--,--,SI,SI,-348303193176345.0,-582635239901185.0
BUENOS AIRES,Florentino Ameghino,Blaquier,676,--,--,--,--,SI,SI,SI,SI,-346356616332748.0,-624786821321875.0
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,7225,SI,--,--,SI,--,--,SI,SI,-34846677699169.0,-624671575805384.0
BUENOS AIRES,Florentino Ameghino,Porvenir,156,--,--,--,--,--,SI,--,--,-349522292183733.0,-622174229886622.0
BUENOS AIRES,General Alvarado,Centinela del Mar,1,--,--,--,--,--,SI,--,--,-384348806367321.0,-58216863731472.0
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6623,--,--,SI,SI,SI,SI,SI,SI,-381119335118514.0,-578415353121543.0
BUENOS AIRES,General Alvarado,Mar del Sur,453,--,--,SI,--,--,SI,SI,SI,-383446881533109.0,-579920393065731.0
BUENOS AIRES,General Alvarado,Mechongué,1307,SI,--,--,--,--,SI,SI,SI,-381486545138318.0,-582230121065801.0
CATAMARCA,Paclín,La Viña,129,--,--,--,--,--,SI,--,--,-28044445782746.0,-656079383578395.0
CATAMARCA,Paclín,Las Lajas,136,--,--,--,--,SI,--,--,--,-27826913357423.0,-657401079267206.0
CATAMARCA,Paclín,Monte Potrero,186,--,--,--,--,--,--,--,SI,-2819124607288.0,-65670675013192.0
BUENOS AIRES,Lincoln,Arenaza,1328,--,--,--,SI,--,--,SI,SI,-349846043002155.0,-617729116988591.0
BUENOS AIRES,Lincoln,Bayauca,541,--,--,--,--,--,SI,SI,SI,-348710511337121.0,-612895451446375.0
BUENOS AIRES,Lincoln,Bermúdez,72,--,--,--,--,--,--,--,--,-346966047108596.0,-613250128810539.0
BUENOS AIRES,Lincoln,Carlos Salas,234,--,--,--,--,--,SI,--,--,-353913662871435.0,-619949102331933.0
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz (Ap. Kilómetro 322),1041,SI,--,--,--,--,--,SI,SI,-353321817215807.0,-616140851684372.0
BUENOS AIRES,Lincoln,El Triunfo,1543,--,--,SI,SI,--,--,SI,SI,-350882210775847.0,-615163333232822.0
BUENOS AIRES,Lincoln,Las Toscas,485,SI,--,--,--,--,--,SI,--,-353627586364746.0,-618061599731445.0
BUENOS AIRES,Lincoln,Lincoln,28051,SI,SI,SI,SI,--,--,SI,SI,-34869042222818.0,-615291649669285.0
BUENOS AIRES,Lincoln,Pasteur,1962,--,--,--,--,SI,SI,SI,SI,-351426386337075.0,-622439028944602.0
BUENOS AIRES,Lincoln,Roberts,2982,--,--,SI,SI,--,--,SI,SI,-351440875676884.0,-619707859541264.0
BUENOS AIRES,Lincoln,Triunvirato,76,--,--,--,--,--,--,--,--,-346758379792473.0,-614657087059048.0
BUENOS AIRES,Lobería,Arenas Verdes,12,--,--,--,--,--,SI,--,SI,-385463782386967.0,-58557322112625.0
BUENOS AIRES,Lobería,Licenciado Matienzo,76,--,--,--,--,--,SI,--,--,-379097927118145.0,-589120965943062.0
BUENOS AIRES,Lobería,Lobería,13005,SI,--,SI,SI,--,SI,SI,SI,-38165273387122.0,-587822303314999.0
BUENOS AIRES,Lobería,Pieres,36,--,--,--,--,--,SI,SI,SI,-383962306181995.0,-58670580006548.0
BUENOS AIRES,Roque Pérez,Roque Pérez,10358,SI,SI,SI,SI,--,SI,SI,SI,-354016375824204.0,-593346857845207.0
BUENOS AIRES,Saavedra,Arroyo Corto,514,--,--,--,SI,--,--,SI,--,-37512917973477.0,-623116837747426.0
BUENOS AIRES,Saavedra,Colonia San Martín,92,--,--,--,--,--,--,--,--,-379769152091143.0,-623326095560459.0
BUENOS AIRES,Saavedra,Dufaur,182,--,--,--,--,--,--,SI,--,-379428223013646.0,-62284864272698.0
BUENOS AIRES,Saavedra,Espartillar,785,--,--,--,SI,--,SI,SI,SI,-373604343942367.0,-624297386825705.0
BUENOS AIRES,Saavedra,Goyena,516,--,--,--,SI,--,--,--,--,-377192518502325.0,-626071296330023.0
BUENOS AIRES,Saavedra,Las Encadenadas,9,--,--,--,--,--,--,--,--,-380361082716296.0,-624704140736323.0
BUENOS AIRES,Saavedra,Pigüé,14383,--,--,--,SI,--,--,SI,SI,-376063896033626.0,-624057728759143.0
BUENOS AIRES,Saavedra,Saavedra,2276,--,--,--,SI,--,SI,SI,SI,-377636402199499.0,-623506328041255.0
BUENOS AIRES,Saladillo,Alvarez de Toledo,213,--,--,--,SI,SI,--,SI,--,-356391609182127.0,-596292383440582.0
BUENOS AIRES,Saladillo,Blaquier,0,--,--,--,--,--,--,--,--,-35767700734608.0,-593038642874232.0
BUENOS AIRES,Saladillo,Cazón,209,--,--,--,SI,--,--,SI,--,-35576803202395.0,-596645037628687.0
BUENOS AIRES,Saladillo,Del Carril,1270,--,--,--,--,--,SI,SI,SI,-355127172285926.0,-595158202035334.0
BUENOS AIRES,Saladillo,Polvaredas,392,--,--,--,--,--,--,--,--,-35593907231155.0,-595079734849201.0
MISIONES,Eldorado,Puerto Mado,342,--,--,--,--,--,--,--,--,-262310899121585.0,-546247146607981.0
MISIONES,Eldorado,Puerto Pinares,2743,--,--,--,--,--,--,--,SI,-264268174271826.0,-546857660084129.0
CABA,COMUNA 03,SAN CRISTOBAL,48611,SI,SI,SI,SI,SI,SI,SI,SI,-34623864473461.0,-584018857979853.0
CATAMARCA,Tinogasta,Fiambalá,4693,--,--,--,SI,SI,SI,SI,SI,-2769316213413.0,-67608574901701.0
CATAMARCA,Tinogasta,La Puntilla,0,--,--,--,--,--,--,--,--,-281243914662106.0,-674981013989976.0
CATAMARCA,Tinogasta,La Ramadita,0,--,--,--,--,--,--,--,--,-276442427673373.0,-676139458012753.0
CATAMARCA,Tinogasta,Los Balverdis,6,--,--,--,--,--,--,--,--,-282769854029709.0,-671074444099184.0
CATAMARCA,Tinogasta,Medanitos,999,--,--,--,--,--,--,--,SI,-275239130706008.0,-675891477326484.0
CATAMARCA,Tinogasta,Palo Blanco,992,--,--,--,--,--,--,--,--,-273395852802531.0,-677592295432626.0
CATAMARCA,Tinogasta,Pampa Blanca,0,--,--,--,--,--,--,--,--,-276354340349652.0,-676168389660358.0
CATAMARCA,Tinogasta,Punta del Agua,167,--,--,--,--,--,--,--,--,-272106668219369.0,-677317928557182.0
CATAMARCA,Tinogasta,Saujil,339,--,--,--,--,--,--,--,--,-275632127581426.0,-676355130611556.0
CATAMARCA,Tinogasta,Tatón,301,--,--,--,--,--,--,--,SI,-273270122428844.0,-674747701838904.0
CABA,COMUNA 09,LINIERS,44132,SI,SI,SI,SI,SI,SI,SI,SI,-346437960835294.0,-585191298958228.0
CORDOBA,Punilla,Capilla del Monte,11181,SI,SI,--,--,--,SI,SI,SI,-308563966713395.0,-64526268881497.0
CORDOBA,Punilla,Casa Grande,672,--,--,--,--,--,SI,--,--,-311697129911083.0,-644776214321437.0
CORDOBA,Punilla,Charbonier,235,--,--,--,--,--,SI,--,--,-307720869099195.0,-645441595530858.0
CORDOBA,Punilla,Cosquín,19458,SI,SI,--,--,--,SI,SI,SI,-31240571224569.0,-644655312574209.0
CORDOBA,Punilla,Cuesta Blanca,510,--,--,--,--,--,SI,--,--,-314787781890782.0,-645773466914484.0
CORDOBA,Punilla,Estancia Vieja,909,--,--,--,--,--,SI,--,SI,-313842597063571.0,-64517330819559.0
CORDOBA,Punilla,Huerta Grande,5925,--,SI,--,SI,--,SI,SI,SI,-310600927199176.0,-64484304266589.0
CABA,COMUNA 12,COGHLAN,18604,SI,SI,SI,SI,SI,SI,SI,SI,-345606251344745.0,-584749447458843.0
CORDOBA,Santa María,Despeñaderos,5758,SI,--,--,SI,--,SI,SI,SI,-318170515932731.0,-642889894059973.0
CORDOBA,Santa María,Dique Chico,167,--,--,--,--,--,--,--,--,-31751852051978.0,-643627643049016.0
CORDOBA,Santa María,El Potrerillo,85,--,--,--,--,--,--,--,SI,-316456181955204.0,-64481617153406.0
CORDOBA,Santa María,Falda del Cañete,29,--,--,--,--,--,--,--,SI,-315345237877237.0,-644559553621678.0
CORDOBA,Santa María,Falda del Carmen,170,--,--,--,--,--,--,SI,SI,-315854632680747.0,-644548814536225.0
CORDOBA,Santa María,José de la Quintana,419,--,--,--,--,--,--,--,SI,-318034930461757.0,-64418856525597.0
CORDOBA,Santa María,La Boca del Río,80,--,--,--,--,--,--,SI,--,-318374172963205.0,-644336411746815.0
CORDOBA,Santa María,La Carbonada,207,--,--,--,--,--,--,--,SI,-315285694623422.0,-640712556356294.0
CORDOBA,Santa María,La Cumbrecita,0,--,--,--,--,--,SI,SI,--,-31898333.0,-64773333.0
CORDOBA,Santa María,La Donosa,0,--,--,--,--,--,SI,--,--,-316430306930417.0,-643453826897825.0
CABA,COMUNA 15,VILLA ORTUZAR,21736,SI,SI,SI,SI,SI,SI,SI,SI,-345809741138535.0,-584676516664339.0
CATAMARCA,Ambato,Chuchucaruana,73,--,--,--,--,--,--,--,--,-279072844349135.0,-658265242094263.0
CATAMARCA,Ambato,Colpes,75,--,--,--,--,--,--,--,--,-28056472497625.0,-658260844153652.0
CATAMARCA,Ambato,El Bolsón,289,--,--,--,--,SI,--,--,SI,-279038743420396.0,-658884829262542.0
CATAMARCA,Ambato,El Rodeo,1007,--,--,--,--,SI,SI,SI,SI,-282141516424861.0,-658738600634115.0
CATAMARCA,Ambato,Huaycama,152,--,--,--,--,--,--,--,--,-280988458342305.0,-658147464336478.0
CATAMARCA,Ambato,La Puerta,706,--,--,--,--,SI,--,SI,SI,-281764379052117.0,-657863037835082.0
CATAMARCA,Ambato,Las Chacritas,74,--,--,--,--,SI,--,--,--,-276464168267027.0,-659533446470458.0
CATAMARCA,Ambato,Las Juntas,304,--,--,--,--,--,--,--,SI,-281038836314671.0,-658996513641899.0
CATAMARCA,Ambato,Los Castillos,182,--,--,--,--,--,--,--,--,-279582295650792.0,-65820685723313.0
CATAMARCA,Ambato,Los Talas,170,--,--,--,--,--,SI,--,--,-2794999754917.0,-65875829814164.0
CORRIENTES,Saladas,Saladas,12864,SI,--,--,--,SI,--,SI,SI,-282553374256059.0,-586238010038908.0
CORRIENTES,Saladas,San Lorenzo,2569,--,--,--,SI,SI,SI,SI,SI,-281314603295453.0,-587668321022746.0
CORRIENTES,San Cosme,Ingenio Primer Correntino,296,--,--,--,--,--,--,--,--,-274336721947021.0,-58624327887603.0
CORRIENTES,San Cosme,Paso de la Patria,5598,--,--,--,--,SI,SI,SI,SI,-273150060127599.0,-585720142980631.0
CORRIENTES,San Cosme,San Cosme,2563,SI,--,--,--,SI,SI,SI,SI,-273711801624716.0,-585115291113063.0
CORRIENTES,San Cosme,Santa Ana,1906,--,--,--,--,--,SI,SI,SI,-27455091402543.0,-586530388459631.0
CORRIENTES,San Luis del Palmar,San Luis del Palmar,12287,--,--,--,--,SI,--,SI,SI,-275081078409756.0,-585554744159758.0
CORRIENTES,San Martín,Colonia Carlos Pellegrini,890,--,--,--,--,--,--,SI,SI,-285373400329858.0,-571712310407172.0
CORRIENTES,San Martín,Guaviraví,699,--,--,--,--,--,--,--,SI,-293669865639555.0,-568292389472207.0
CORRIENTES,San Martín,La Cruz,7133,SI,--,--,--,SI,--,SI,SI,-291736584106926.0,-566450161726372.0
CORRIENTES,San Martín,Yapeyú,1736,--,--,--,--,--,--,SI,SI,-294706323042238.0,-568158358918793.0
CORRIENTES,San Miguel,Loreto,1938,--,--,--,--,SI,SI,SI,SI,-277684514067067.0,-57274839083927.0
CORRIENTES,San Miguel,San Miguel,4792,--,--,--,--,SI,SI,SI,SI,-279947735055436.0,-575919539782996.0
CORDOBA,Santa María,Toledo,3843,SI,--,--,SI,--,SI,SI,SI,-315560967583723.0,-640080543306962.0
CORDOBA,Santa María,Valle Alegre,494,--,--,--,--,--,--,--,--,-31608213303048.0,-644403684727464.0
CORDOBA,Santa María,Valle de Anisacate,487,--,--,--,--,--,SI,--,--,-317314776926852.0,-644129622125593.0
CORDOBA,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),679,--,--,--,--,--,SI,SI,SI,-317932195162073.0,-645139255175446.0
CORDOBA,Santa María,Villa del Prado,1476,--,--,--,--,--,SI,--,--,-316179397578028.0,-643924925248834.0
CORDOBA,Santa María,Villa La Bolsa,995,--,--,--,--,--,SI,--,SI,-317287879568356.0,-644324174982752.0
CORDOBA,Santa María,Villa Los Aromos,1364,SI,--,--,--,--,SI,SI,--,-317359598057037.0,-644389279396961.0
CORDOBA,Santa María,Villa Parque Santa Ana,2491,SI,--,--,--,--,--,SI,SI,-315893075812486.0,-643536920462417.0
CORDOBA,Santa María,Villa San Isidro - José de la Quintana,483,--,--,--,--,--,SI,SI,--,-318208264119355.0,-643935275639835.0
CORDOBA,Santa María,Villa Sierras de Oro,251,--,--,--,--,--,--,--,SI,-314579361723038.0,-644217153267522.0
CORDOBA,Santa María,Yocsina,1242,--,--,--,--,--,--,--,SI,-314470577243833.0,-643660748415952.0
CORDOBA,Sobremonte,Caminiaga,282,--,--,--,SI,--,--,--,--,-300682250779624.0,-64052875898278.0
CORDOBA,Sobremonte,Cerro Colorado,0,--,--,--,--,--,--,--,--,-30096944.0,-63931111.0
